questionnair,factor,ordinal,scale,index,filter,softmax,original,Q,context_template,answer_template,dimensions,model,mean_score,cola_score,silhouette_score,semantic_similarity,epoch,train_process,dataset,run,mnli_score,range,score,mlm_epoch,mnli_checkpoint
GAD7,GAD7,3,frequency,['index'],unfiltered,index,"Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.0957827672594552,0.8340060125504222,0.4523697197437286,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.6795926886114785,0,0
GAD7,GAD7,3,frequency,['index'],positiveonly,"['index', 'frequency']","Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.0793500363747625,0.8340060125504222,-1.0,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.64878131820268,0,0
GAD7,GAD7,3,frequency,['index'],positiveonly,frequency,"Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.0709954056211188,0.8340060125504222,-1.0,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.633116385539598,0,0
GAD7,GAD7,3,frequency,['index'],positiveonly,index,"Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.0718370747110839,0.8340060125504222,-1.0,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.6346945150832823,0,0
GAD7,GAD7,3,frequency,['index'],unfiltered,,"Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1387052645554181,0.8340060125504222,0.5521350883936141,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.760072371041409,0,0
GAD7,GAD7,3,frequency,['index'],positiveonly,,"Over the last 2 weeks, how often have you been bothered by the following problems? Worrying too much about different things",GAD7GAD73,"Over the last 2 weeks, I have been {index} about different things.",It is {frequency} correct.,"{'index': {'worried': 0.25, 'anxious': 0.25, 'nervous': 0.25, 'bothered': 0.25, 'calm': -0.3333333333333333, 'confident': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1490800806316201,0.8340060125504222,-1.0,0.6256114691495895,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.779525151184288,0,0
GAD7,GAD7,4,frequency,['index'],unfiltered,"['index', 'frequency']","Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1473955901309409,0.9244098346680404,0.8278607726097107,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.684244487663676,0,0
GAD7,GAD7,4,frequency,['index'],unfiltered,frequency,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1288881383720763,0.9244098346680404,0.8811432719230652,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.6611101729650954,0,0
GAD7,GAD7,4,frequency,['index'],unfiltered,index,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.2896340878521641,0.9244098346680404,0.6995634436607361,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.862042609815205,0,0
GAD7,GAD7,4,frequency,['index'],positiveonly,"['index', 'frequency']","Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1672216058739195,0.9244098346680404,-1.0,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.7090270073423994,0,0
GAD7,GAD7,4,frequency,['index'],positiveonly,frequency,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1399636391031435,0.9244098346680404,-1.0,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.674954548878929,0,0
GAD7,GAD7,4,frequency,['index'],positiveonly,index,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.2896340882848562,0.9244098346680404,-1.0,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.8620426103560703,0,0
GAD7,GAD7,4,frequency,['index'],unfiltered,,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.3092511582419774,0.9244098346680404,0.776326618127374,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.886563947802472,0,0
GAD7,GAD7,4,frequency,['index'],positiveonly,,"Over the last 2 weeks, how often have you been bothered by the following problems? Trouble relaxing",GAD7GAD74,"Over the last 2 weeks, I have been having {index} relaxing.",It is {frequency} correct.,"{'index': {'trouble': 0.5, 'difficulty': 0.5, 'no problem': -0.5, 'an easy time': -0.5}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.2777079769625743,0.9244098346680404,-1.0,0.7347494959831238,0,base,evaluation,-1,-1,"(-2.0, 2.0)",2.847134971203218,0,0
GAD7,GAD7,5,frequency,['index'],unfiltered,"['index', 'frequency']","Over the last 2 weeks, how often have you been bothered by the following problems? Being so restless that it is hard to sit still",GAD7GAD75,"Over the last 2 weeks, I have been {index}.",It is {frequency} correct.,"{'index': {'restless': 0.3333333333333333, 'agitated': 0.3333333333333333, 'nervous': 0.3333333333333333, 'calm': -0.3333333333333333, 'tranquil': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.0931230242560761,0.8698987600704035,0.8195297122001648,0.6202166527509689,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.674605670480142,0,0
GAD7,GAD7,5,frequency,['index'],unfiltered,frequency,"Over the last 2 weeks, how often have you been bothered by the following problems? Being so restless that it is hard to sit still",GAD7GAD75,"Over the last 2 weeks, I have been {index}.",It is {frequency} correct.,"{'index': {'restless': 0.3333333333333333, 'agitated': 0.3333333333333333, 'nervous': 0.3333333333333333, 'calm': -0.3333333333333333, 'tranquil': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.085506519107437,0.8698987600704035,0.8319349884986877,0.6202166527509689,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.6603247233264447,0,0
GAD7,GAD7,5,frequency,['index'],unfiltered,index,"Over the last 2 weeks, how often have you been bothered by the following problems? Being so restless that it is hard to sit still",GAD7GAD75,"Over the last 2 weeks, I have been {index}.",It is {frequency} correct.,"{'index': {'restless': 0.3333333333333333, 'agitated': 0.3333333333333333, 'nervous': 0.3333333333333333, 'calm': -0.3333333333333333, 'tranquil': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1188918669461903,0.8698987600704035,0.7869009971618652,0.6202166527509689,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.722922250524107,0,0
GAD7,GAD7,5,frequency,['index'],positiveonly,"['index', 'frequency']","Over the last 2 weeks, how often have you been bothered by the following problems? Being so restless that it is hard to sit still",GAD7GAD75,"Over the last 2 weeks, I have been {index}.",It is {frequency} correct.,"{'index': {'restless': 0.3333333333333333, 'agitated': 0.3333333333333333, 'nervous': 0.3333333333333333, 'calm': -0.3333333333333333, 'tranquil': -0.3333333333333333, 'relaxed': -0.3333333333333333}, 'frequency': {'never': -4, 'very rarely': -3, 'seldom': -2, 'rarely': -2, 'frequently': 2, 'often': 2, 'very frequently': 3, 'always': 4}}",typeform/distilbert-base-uncased-mnli,-0.1128559233867336,0.8698987600704035,-1.0,0.6202166527509689,0,base,evaluation,-1,-1,"(-1.3333333333333333, 1.3333333333333333)",2.711604856350126,0,0
